Product_ID,Product_Name,Brand,Category,Car_Model,Year_Compatibility,Cost_Price_USD,Sales_Price_USD,Stock_Level,Country_of_Origin,Supplier_Code,Warranty_Months,Weight_kg,Discontinued,Date_Added,Performance_Tier,Last_Updated
SUS-2303-9528,Project Mu Camber Kit (Honda Civic Type R (EK9)),Project Mu,Suspension & Handling,Honda Civic Type R (EK9),1997–2000,1114.01,1463.87,41,Japan,SUP-PRO-ZOU,12,19.99,FALSE,3/10/2023,Budget,3/9/2024
TRN-2005-8443,Kansai Service Lightweight Flywheel (Toyota 86 / Subaru BRZ (ZN6/ZC6)),Kansai Service,Transmission & Drivetrain,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,921.62,1242.05,4,Japan,SUP-KAN-TGV,24,17.02,FALSE,5/10/2020,Premium,4/26/2024
ENG-1902-5625,Apexi Turbocharger Kit (Subaru Impreza WRX/STI (GD)),Apexi,Engine & Performance,Subaru Impreza WRX/STI (GD),2001–2007,981.95,1278.48,43,Japan,SUP-APE-G5J,12,11.59,FALSE,2/11/2019,Budget,20240307
BRK-2311-8577,OS Giken Pad Wear Sensor (Mazda RX-7 FD3S),OS Giken,Brakes & Rotors,Mazda RX-7 FD3S,1992–2002,240.25,307.69,11,Japan,SUP-OSG-WJJ,12,6.33,FALSE,11/30/2023,Standard,5-Jun-24
EXH-2002-7942,Endless Front Pipe (Subaru Impreza WRX/STI (GD)),Endless,Exhaust & Intake,Subaru Impreza WRX/STI (GD),2001–2007,1327.54,1956.86,65,Japan,SUP-END-F3L,12,12.6,FALSE,2/14/2020,Standard,11/26/2024
SUS-2410-9099,Endless Pillowball Top Mounts (Nissan Skyline R33 GT-R),Endless,Suspension & Handling,Nissan Skyline R33 GT-R,1995–1998,1151.93,1531.33,20,Japan,SUP-END-XVX,12,9.31,FALSE,10/28/2024,Standard,3/9/2024
TRN-1907-5560,Fujitsubo Lightweight Flywheel (Mitsubishi Lancer Evolution VIII/IX),Fujitsubo,Transmission & Drivetrain,Mitsubishi Lancer Evolution VIII/IX,2003–2007,379.9,638.62,177,Japan,SUP-FUJ-NYI,12,2.03,FALSE,7/21/2019,Premium,1/4/2024
SUS-2203-3141,Apexi Toe Control Arms (Nissan Silvia S15),Apexi,Suspension & Handling,Nissan Silvia S15,1999–2002,787.31,1100.44,26,Japan,SUP-APE-JEF,12,6.85,TRUE,3/13/2022,Budget,3/5/2024
ENG-2510-9722,Endless Pistons Forged Set (Toyota Supra JZA80),Endless,Engine & Performance,Toyota Supra JZA80,1993–2002,1262.08,1657.08,13,Japan,SUP-END-YZK,12,5.9,FALSE,10/25/2025,Premium,20240718
ENG-2006-2101,HKS Boost Controller (Subaru Impreza WRX/STI (GD)),HKS,Engine & Performance,Subaru Impreza WRX/STI (GD),2001–2007,4680.92,5289.94,11,Japan,SUP-HKS-Q9P,6,13.24,FALSE,6/3/2020,Premium,20240301
ENG-1709-5837,Mugen Camshaft Set (Nissan Skyline R32 GT-R),Mugen,Engine & Performance,Nissan Skyline R32 GT-R,1989–1994,3175.04,4501.53,9,Japan,SUP-MUG-RYK,6,3.26,FALSE,9/16/2017,Premium,22/11/2024
EXT-2301-2964,Project Mu Side Skirt Pair (Mitsubishi Lancer Evolution VIII/IX),Project Mu,Exterior & Aerodynamics,Mitsubishi Lancer Evolution VIII/IX,2003–2007,817.86,1021.9,41,Japan,SUP-PRO-OMO,0,13.58,FALSE,1/4/2023,Standard,20241209
TRN-1809-6944,NISMO Limited Slip Differential (Mitsubishi Lancer Evolution VIII/IX),NISMO,Transmission & Drivetrain,Mitsubishi Lancer Evolution VIII/IX,2003–2007,606.78,766.33,7,Japan,SUP-NIS-57L,12,18.54,FALSE,9/26/2018,Standard,10-Apr-24
TRN-2006-4730,Spoon Shift Knob Weighted (Subaru Impreza WRX/STI (GD)),Spoon,Transmission & Drivetrain,Subaru Impreza WRX/STI (GD),2001–2007,626.93,902.14,77,Japan,SUP-SPO-Q0R,12,6.53,FALSE,6/22/2020,Standard,8/5/2024
ENG-2406-1125,Exedy Oil Cooler Kit (Nissan Skyline R34 GT-R),Exedy,Engine & Performance,Nissan Skyline R34 GT-R,1999–2002,3373.83,4705.78,64,Japan,SUP-EXE-D5J,24,16.4,FALSE,6/10/2024,Premium,8/15/2024
TRN-2506-7463,Fujitsubo Axle Upgrade Kit (Honda Civic Type R (EK9)),Fujitsubo,Transmission & Drivetrain,Honda Civic Type R (EK9),1997–2000,899.79,1335.67,21,Taiwan,SUP-FUJ-6ZP,12,8.02,FALSE,6/4/2025,Standard,6/3/2024
ENG-2207-4563,HKS Intercooler Kit (Honda Civic Type R (EK9)),HKS,Engine & Performance,Honda Civic Type R (EK9),1997–2000,1560.28,2305.99,47,Japan,SUP-HKS-RAZ,12,19.22,FALSE,7/20/2022,Premium,21/09/2024
TRN-2008-4290,GReddy Clutch Master Cylinder (Mitsubishi Lancer Evolution VIII/IX),GReddy,Transmission & Drivetrain,Mitsubishi Lancer Evolution VIII/IX,2003–2007,1943.28,2533.16,14,Japan,SUP-GRE-BXV,12,6.25,FALSE,8/29/2020,Standard,23/01/2024
TRN-2504-3613,NISMO Lightweight Flywheel (Mitsubishi Lancer Evolution VIII/IX),NISMO,Transmission & Drivetrain,Mitsubishi Lancer Evolution VIII/IX,2003–2007,308.91,442.82,42,Japan,SUP-NIS-N8L,12,11.52,FALSE,4/19/2025,Standard,26-Aug-24
BRK-2206-9544,RAYS Brake Cooling Ducts (Nissan Silvia S15),RAYS,Brakes & Rotors,Nissan Silvia S15,1999–2002,1231.02,1795.31,16,Japan,SUP-RAY-SKJ,24,11.11,TRUE,6/22/2022,Standard,2/4/2024
BRK-2110-8490,Bride Brake Pad Set (Nissan Skyline R33 GT-R),Bride,Brakes & Rotors,Nissan Skyline R33 GT-R,1995–1998,867.43,1336.15,11,Japan,SUP-BRI-RTA,6,15.34,FALSE,10/17/2021,Standard,9/3/2024
EXH-2110-9533,Spoon Air Box (Nissan Silvia S15),Spoon,Exhaust & Intake,Nissan Silvia S15,1999–2002,1868.77,2386.6,23,Japan,SUP-SPO-0LZ,12,17.95,FALSE,10/12/2021,Standard,8/27/2024
ENG-2404-7910,Mugen Fuel Injector Kit (Nissan Skyline R33 GT-R),Mugen,Engine & Performance,Nissan Skyline R33 GT-R,1995–1998,1260.16,1693.73,3,Japan,SUP-MUG-PHY,12,13.54,FALSE,4/17/2024,Standard,20240723
EXH-1705-4497,Spoon Titanium Muffler (Nissan Skyline R34 GT-R),Spoon,Exhaust & Intake,Nissan Skyline R34 GT-R,1999–2002,1691.14,2163.43,65,Japan,SUP-SPO-9XX,24,7.66,FALSE,5/1/2017,Premium,20240811
TRN-1711-1357,HKS Clutch Kit (Honda Civic Type R (EK9)),HKS,Transmission & Drivetrain,Honda Civic Type R (EK9),1997–2000,894.71,1294.65,51,Japan,SUP-HKS-BHA,12,8.91,FALSE,11/11/2017,Premium,20240416
EXT-2004-5662,RAYS Widebody Fender Kit (Nissan Skyline R34 GT-R),RAYS,Exterior & Aerodynamics,Nissan Skyline R34 GT-R,1999–2002,682.32,864,78,Thailand,SUP-RAY-U1G,12,10.47,FALSE,4/23/2020,Budget,18/12/2024
ENG-2102-4837,Apexi Pistons Forged Set (Subaru Impreza WRX/STI (GD)),Apexi,Engine & Performance,Subaru Impreza WRX/STI (GD),2001–2007,1765.19,2554.88,42,Japan,SUP-APE-1M3,24,14.05,FALSE,2/23/2021,Standard,6-Aug-24
ENG-1705-3188,Spoon Oil Pump High-Flow (Toyota Supra JZA80),Spoon,Engine & Performance,Toyota Supra JZA80,1993–2002,1298.29,1996.22,17,Japan,SUP-SPO-QV6,24,4.59,FALSE,5/16/2017,Premium,6/3/2024
EXT-1706-9878,TANABE Mirror Cover Set (Mitsubishi Lancer Evolution VIII/IX),TANABE,Exterior & Aerodynamics,Mitsubishi Lancer Evolution VIII/IX,2003–2007,268.77,349.27,191,Japan,SUP-TAN-KDR,12,8.82,FALSE,6/8/2017,Premium,20/01/2024
SUS-1706-3901,OS Giken Control Arm Set (Nissan Skyline R33 GT-R),OS Giken,,Nissan Skyline R33 GT-R,1995–1998,539.79,762.99,44,Japan,SUP-OSG-RX0,12,10.41,FALSE,6/11/2017,Standard,1/21/2024
EXH-1903-5715,Cusco Front Pipe (Subaru Impreza WRX/STI (GD)),Cusco,Exhaust & Intake,Subaru Impreza WRX/STI (GD),2001–2007,637.95,869.66,10,Japan,SUP-CUS-ZOJ,12,3.57,FALSE,3/31/2019,Premium,5/22/2024
BRK-2403-8265,HKS Brake Pad Set (Honda Civic Type R (EK9)),HKS,Brakes & Rotors,Honda Civic Type R (EK9),1997–2000,921.72,1219.26,24,Japan,SUP-HKS-YWC,0,5.48,FALSE,3/31/2024,Standard,20240603
TRN-2003-3979,OS Giken Short Shifter (Mitsubishi Lancer Evolution VIII/IX),OS Giken,Transmission & Drivetrain,Mitsubishi Lancer Evolution VIII/IX,2003–2007,1614.14,2133.55,3,Japan,SUP-OSG-7JV,12,3.39,FALSE,3/27/2020,Standard,20/12/2024
EXT-1708-7309,Bride Front Bumper Duct (Nissan Skyline R32 GT-R),Bride,Exterior & Aerodynamics,Nissan Skyline R32 GT-R,1989–1994,380.03,480.37,11,Japan,SUP-BRI-04H,0,4.96,FALSE,8/25/2017,Budget,5/3/2024
ENG-2502-3291,BLITZ Fuel Injector Kit (Honda Civic Type R (FK8)),BLITZ,Engine & Performance,Honda Civic Type R (FK8),2017–2021,3136.29,4142.45,17,Japan,SUP-BLI-PKD,24,16.36,FALSE,2/6/2025,Standard,3/4/2024
ENG-1902-6742,GReddy Pistons Forged Set (Nissan Skyline R32 GT-R),GReddy,Engine & Performance,Nissan Skyline R32 GT-R,1989–1994,1152.12,1512.01,7,Japan,SUP-GRE-IG8,6,15.17,FALSE,2/28/2019,Budget,5/10/2024
SUS-2010-1630,HKS Control Arm Set (Nissan Skyline R34 GT-R),HKS,Suspension & Handling,Nissan Skyline R34 GT-R,1999–2002,1368.79,1701.86,15,Japan,SUP-HKS-2BE,24,19.05,FALSE,10/15/2020,Standard,6/12/2024
EXH-2301-9649,OS Giken Front Pipe (Toyota Supra JZA80),OS Giken,Exhaust & Intake,Toyota Supra JZA80,1993–2002,736.08,937.74,3,Japan,SUP-OSG-YTW,0,10.84,FALSE,1/28/2023,Standard,5/24/2024
EXH-1808-6642,Apexi Air Box (Nissan Skyline R34 GT-R),Apexi,Exhaust & Intake,Nissan Skyline R34 GT-R,1999–2002,1190.7,1650.26,42,Japan,SUP-APE-EAV,12,16.5,FALSE,8/3/2018,Budget,8/25/2024
EXH-2111-2603,Exedy Air Box (Honda Civic Type R (FK8)),Exedy,Exhaust & Intake,Honda Civic Type R (FK8),2017–2021,852.74,1133.84,9,Japan,SUP-EXE-OYH,0,3.69,FALSE,11/20/2021,Budget,16/11/2024
ENG-2504-5683,Fujitsubo ECU Tuning Module (Mazda RX-7 FD3S),Fujitsubo,Engine & Performance,Mazda RX-7 FD3S,1992–2002,756.27,1125.41,41,Japan,SUP-FUJ-F90,0,4.88,TRUE,4/18/2025,Premium,1/10/2024
EXT-2005-7236,RAYS Rear Diffuser (Nissan Skyline R34 GT-R),RAYS,Exterior & Aerodynamics,Nissan Skyline R34 GT-R,1999–2002,646.67,850.47,4,Japan,SUP-RAY-6FW,12,8.44,FALSE,5/21/2020,Premium,16-Apr-24
SUS-2108-1624,HKS Stabilizer Sway Bar (Mitsubishi Lancer Evolution VIII/IX),HKS,Suspension & Handling,Mitsubishi Lancer Evolution VIII/IX,2003–2007,1018.18,1352.56,19,Thailand,SUP-HKS-5DS,12,9.66,FALSE,8/14/2021,Standard,3/18/2024
ENG-2001-1923,BLITZ Head Gasket Kit (Toyota 86 / Subaru BRZ (ZN6/ZC6)),BLITZ,Engine & Performance,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,2086.13,3428.34,22,Japan,SUP-BLI-R6J,0,4.39,FALSE,1/17/2020,Standard,20-Apr-24
EXH-2105-2225,Fujitsubo Titanium Muffler (Toyota 86 / Subaru BRZ (ZN6/ZC6)),Fujitsubo,Exhaust & Intake,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,1280.66,1758.42,20,Japan,SUP-FUJ-EM5,0,15.8,FALSE,5/18/2021,Premium,3/13/2024
BRK-2510-6872,OS Giken Handbrake Drift Button (Subaru Impreza WRX/STI (GD)),OS Giken,Brakes & Rotors,Subaru Impreza WRX/STI (GD),2001–2007,675.49,880.62,19,Japan,SUP-OSG-XAE,6,6.68,FALSE,10/6/2025,Premium,21/06/2024
ENG-2405-3922,HKS Oil Cooler Kit (Nissan Skyline R33 GT-R),HKS,Engine & Performance,Nissan Skyline R33 GT-R,1995–1998,1607.55,2250.41,44,Japan,SUP-HKS-Q15,12,14.08,FALSE,5/7/2024,Standard,3/12/2024
EXH-2411-6967,Apexi Titanium Muffler (Subaru Impreza WRX/STI (GD)),Apexi,Exhaust & Intake,Subaru Impreza WRX/STI (GD),2001–2007,667.06,1003.4,109,Japan,SUP-APE-VSK,6,12.87,TRUE,11/16/2024,Premium,20240322
EXT-2308-1978,OS Giken Widebody Fender Kit (Nissan Skyline R33 GT-R),OS Giken,,Nissan Skyline R33 GT-R,1995–1998,711.88,954.72,7,Japan,SUP-OSG-1SL,0,14.97,FALSE,8/16/2023,Premium,12/19/2024
TRN-1909-6187,Exedy Limited Slip Differential (Mazda RX-7 FD3S),Exedy,Transmission & Drivetrain,Mazda RX-7 FD3S,1992–2002,196.3,297.85,78,Japan,SUP-EXE-C3Z,12,19.07,FALSE,9/16/2019,Standard,9/8/2024
ENG-1704-8697,NISMO Fuel Injector Kit (Toyota 86 / Subaru BRZ (ZN6/ZC6)),NISMO,Engine & Performance,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,2440.77,3207.16,11,Japan,SUP-NIS-2NA,6,13.08,FALSE,4/30/2017,Premium,20240705
TRN-2001-1552,Cusco Clutch Master Cylinder (Mazda RX-7 FD3S),Cusco,Transmission & Drivetrain,Mazda RX-7 FD3S,1992–2002,2110.88,2769.07,53,Japan,SUP-CUS-F2J,12,10.45,FALSE,1/25/2020,Standard,12/7/2024
TRN-2405-2803,Apexi Clutch Kit (Honda Civic Type R (EK9)),Apexi,Transmission & Drivetrain,Honda Civic Type R (EK9),1997–2000,1227.94,1697.89,70,Japan,SUP-APE-GAC,12,1.49,FALSE,5/14/2024,Budget,20240319
TRN-1709-4981,Exedy Driveshaft (Toyota Supra JZA80),Exedy,Transmission & Drivetrain,Toyota Supra JZA80,1993–2002,584.02,795.12,8,Japan,SUP-EXE-U5I,12,4.45,FALSE,9/15/2017,Premium,6/5/2024
ENG-2201-6117,RAYS ECU Tuning Module (Toyota Supra JZA80),RAYS,Engine & Performance,Toyota Supra JZA80,1993–2002,2191.07,2866.73,11,Japan,SUP-RAY-XL8,12,19.55,FALSE,1/1/2022,Budget,5/15/2024
SUS-2012-5324,Cusco Toe Control Arms (Toyota Supra JZA80),Cusco,Suspension & Handling,Toyota Supra JZA80,1993–2002,1344.48,1768.63,4,Japan,SUP-CUS-UD6,12,17.35,FALSE,12/4/2020,Standard,27-Sep-24
TRN-2508-2357,RAYS Transmission Mounts (Honda Civic Type R (FK8)),RAYS,Transmission & Drivetrain,Honda Civic Type R (FK8),2017–2021,1217.42,1679.48,8,Japan,SUP-RAY-1A7,12,4.39,FALSE,8/17/2025,Premium,4/1/2024
TRN-2507-5485,Bride Short Shifter (Mazda RX-7 FD3S),Bride,Transmission & Drivetrain,Mazda RX-7 FD3S,1992–2002,439.29,658.35,47,Japan,SUP-BRI-YT9,6,12.07,FALSE,7/4/2025,Budget,20240116
SUS-2004-5153,Apexi Pillowball Top Mounts (Mazda RX-7 FD3S),Apexi,Suspension & Handling,Mazda RX-7 FD3S,1992–2002,506.91,701.97,13,Japan,SUP-APE-1TL,12,11.35,FALSE,4/3/2020,Standard,20240918
SUS-1712-2822,BLITZ Subframe Reinforcement (Nissan Skyline R32 GT-R),BLITZ,Suspension & Handling,Nissan Skyline R32 GT-R,1989–1994,669.92,1092.42,44,Japan,SUP-BLI-KGZ,12,8.88,FALSE,12/28/2017,Budget,20240523
SUS-1708-9696,Fujitsubo Coilover Kit (Nissan Skyline R32 GT-R),Fujitsubo,Suspension & Handling,Nissan Skyline R32 GT-R,1989–1994,886.68,1336.3,0,Japan,SUP-FUJ-BI9,12,6.45,FALSE,8/7/2017,Premium,11/3/2024
SUS-1709-4326,Tomei Pillowball Top Mounts (Honda Civic Type R (FK8)),Tomei,Suspension & Handling,Honda Civic Type R (FK8),2017–2021,1075.97,1579.75,10,Japan,SUP-TOM-TJ5,12,10.75,FALSE,9/27/2017,Standard,21/12/2024
EXH-1909-8376,Cusco Resonated Mid-Pipe (Toyota Supra JZA80),Cusco,Exhaust & Intake,Toyota Supra JZA80,1993–2002,1233.05,1738.75,2,Japan,SUP-CUS-CDP,6,4.96,FALSE,9/5/2019,Standard,20240519
ENG-1904-7912,Kansai Service Oil Cooler Kit (Nissan Skyline R32 GT-R),Kansai Service,Engine & Performance,Nissan Skyline R32 GT-R,1989–1994,461.95,697.46,20,Japan,SUP-KAN-EZF,12,6.18,FALSE,4/4/2019,Standard,11-Aug-24
ENG-1708-5693,Project Mu Oil Cooler Kit (Nissan Skyline R33 GT-R),Project Mu,Engine & Performance,Nissan Skyline R33 GT-R,1995–1998,2051.24,2592.01,7,Japan,SUP-PRO-Z2S,12,24.55,FALSE,8/1/2017,Premium,3/12/2024
EXT-1802-9586,Cusco Widebody Fender Kit (Nissan Silvia S15),Cusco,Exterior & Aerodynamics,Nissan Silvia S15,1999–2002,483.03,700.17,191,Japan,SUP-CUS-XWI,6,14,FALSE,2/22/2018,Standard,22-Jun-24
EXH-1802-4266,OS Giken Air Box (Toyota Supra JZA80),OS Giken,Exhaust & Intake,Toyota Supra JZA80,1993–2002,310.49,423.26,39,Japan,SUP-OSG-4PZ,12,10.17,FALSE,2/9/2018,Standard,20240904
SUS-2508-1258,Cusco Strut Bar Front (Toyota Supra JZA80),Cusco,Suspension & Handling,Toyota Supra JZA80,1993–2002,432.61,599.6,22,Japan,SUP-CUS-T0S,12,3.81,TRUE,8/24/2025,Premium,22-Oct-24
ENG-2203-9275,TEIN Head Gasket Kit (Nissan Skyline R32 GT-R),TEIN,Engine & Performance,Nissan Skyline R32 GT-R,1989–1994,2718.44,3510.68,16,Japan,SUP-TEI-QHC,12,11.67,TRUE,3/30/2022,Standard,20240806
EXT-1703-2126,Endless Canard Set (Subaru Impreza WRX/STI (GD)),Endless,Exterior & Aerodynamics,Subaru Impreza WRX/STI (GD),2001–2007,679.16,996.03,12,Japan,SUP-END-MDD,12,9.38,FALSE,3/16/2017,Standard,20240603
SUS-1705-8538,Bride Pillowball Top Mounts (Nissan Skyline R33 GT-R),Bride,Suspension & Handling,Nissan Skyline R33 GT-R,1995–1998,1292.26,1940.69,7,Japan,SUP-BRI-L0H,12,19.41,TRUE,5/25/2017,Standard,25-Mar-24
ENG-2306-3643,Mugen Boost Controller (Honda Civic Type R (FK8)),Mugen,Engine & Performance,Honda Civic Type R (FK8),2017–2021,3779.68,5261.75,25,Japan,SUP-MUG-CYV,12,21.18,FALSE,6/26/2023,Premium,20240515
SUS-2004-7885,Bride Toe Control Arms (Mitsubishi Lancer Evolution VIII/IX),Bride,Suspension & Handling,Mitsubishi Lancer Evolution VIII/IX,2003–2007,848.64,1053.67,12,Japan,SUP-BRI-F2E,0,16.77,FALSE,4/22/2020,Budget,3-Jan-24
TRN-2407-7860,Fujitsubo Lightweight Flywheel (Mazda RX-7 FD3S),Fujitsubo,Transmission & Drivetrain,Mazda RX-7 FD3S,1992–2002,983.1,1367.54,6,Japan,SUP-FUJ-BPE,12,19.19,FALSE,7/16/2024,Standard,9/3/2024
EXH-2304-4039,Endless Front Pipe (Nissan Skyline R33 GT-R),Endless,Exhaust & Intake,Nissan Skyline R33 GT-R,1995–1998,916.99,1283.68,167,Japan,SUP-END-I4O,6,4.75,FALSE,4/29/2023,Budget,3/15/2024
ENG-2107-3603,Exedy Boost Controller (Toyota Supra JZA80),Exedy,Engine & Performance,Toyota Supra JZA80,1993–2002,3120.52,3947.61,33,Japan,SUP-EXE-97N,12,10.19,FALSE,7/26/2021,Standard,20240121
ENG-1811-6126,NISMO Fuel Injector Kit (Nissan Skyline R33 GT-R),NISMO,Engine & Performance,Nissan Skyline R33 GT-R,1995–1998,1096.9,1456.57,39,Japan,SUP-NIS-P7I,0,5.88,FALSE,11/2/2018,Standard,21/04/2024
ENG-2511-8194,GReddy Head Gasket Kit (Nissan Skyline R32 GT-R),GReddy,Engine & Performance,Nissan Skyline R32 GT-R,1989–1994,2259.45,2979.36,15,Japan,SUP-GRE-SO5,12,19.99,FALSE,11/12/2025,Standard,19/07/2024
EXH-2403-1831,Exedy Air Box (Mazda RX-7 FD3S),Exedy,Exhaust & Intake,Mazda RX-7 FD3S,1992–2002,356.76,426.22,8,Japan,SUP-EXE-QM7,6,4.09,FALSE,3/7/2024,Standard,20240327
ENG-2412-6304,Cusco Camshaft Set (Toyota 86 / Subaru BRZ (ZN6/ZC6)),Cusco,Engine & Performance,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,1150.07,1712.88,10,Japan,SUP-CUS-KS2,0,24.91,FALSE,12/18/2024,Premium,20240915
ENG-2505-2950,BLITZ Turbocharger Kit (Subaru Impreza WRX/STI (GD)),BLITZ,Engine & Performance,Subaru Impreza WRX/STI (GD),2001–2007,2920.73,4391.38,59,Japan,SUP-BLI-4HB,6,18.2,FALSE,5/6/2025,Standard,20240516
ENG-2012-6149,RAYS Camshaft Set (Mitsubishi Lancer Evolution VIII/IX),RAYS,Engine & Performance,Mitsubishi Lancer Evolution VIII/IX,2003–2007,1887.41,2537.72,10,Japan,SUP-RAY-W04,12,17.72,FALSE,12/11/2020,Standard,4/20/2024
EXH-2408-5200,TEIN Resonated Mid-Pipe (Mazda RX-7 FD3S),TEIN,Exhaust & Intake,Mazda RX-7 FD3S,1992–2002,1614.17,2377.61,6,Taiwan,SUP-TEI-QB3,24,4.12,FALSE,8/28/2024,Standard,8/11/2024
SUS-2407-2526,Endless Lower Arm Bar (Mazda RX-7 FD3S),Endless,Suspension & Handling,Mazda RX-7 FD3S,1992–2002,333.1,472.68,24,Japan,SUP-END-DO0,12,8.58,FALSE,7/26/2024,Standard,22-Jan-24
SUS-2410-4791,Project Mu Camber Kit (Nissan Skyline R34 GT-R),Project Mu,Suspension & Handling,Nissan Skyline R34 GT-R,1999–2002,721.66,1060.57,36,Japan,SUP-PRO-4W5,0,11.99,FALSE,10/23/2024,Standard,4/7/2024
ENG-2403-8004,NISMO Turbocharger Kit (Nissan Skyline R33 GT-R),NISMO,Engine & Performance,Nissan Skyline R33 GT-R,1995–1998,3242.51,4024.68,166,Japan,SUP-NIS-RSC,12,8.12,FALSE,3/6/2024,Standard,11/15/2024
BRK-2510-5630,Kansai Service Brake Fluid High Temp (Toyota Supra JZA80),Kansai Service,Brakes & Rotors,Toyota Supra JZA80,1993–2002,476.9,713.48,32,Japan,SUP-KAN-V0Z,12,12.52,FALSE,10/4/2025,Standard,20240927
SUS-1701-2742,TANABE Coilover Kit (Nissan Skyline R33 GT-R),TANABE,Suspension & Handling,Nissan Skyline R33 GT-R,1995–1998,864.89,1201.28,10,Japan,SUP-TAN-3GG,12,17.47,FALSE,1/1/2017,Premium,8-Jun-24
EXT-2507-7066,BLITZ Tow Hook (Toyota 86 / Subaru BRZ (ZN6/ZC6)),BLITZ,Exterior & Aerodynamics,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,903.17,1350.54,21,Japan,SUP-BLI-9MZ,12,14.38,FALSE,7/13/2025,Budget,10-Nov-24
EXH-2207-4345,GReddy Titanium Muffler (Nissan Skyline R34 GT-R),GReddy,Exhaust & Intake,Nissan Skyline R34 GT-R,1999–2002,1053.5,1328.53,20,Japan,SUP-GRE-7VW,6,11.1,FALSE,7/30/2022,Standard,23-Jul-24
BRK-2310-7137,HKS Monoblock Caliper Kit (Toyota 86 / Subaru BRZ (ZN6/ZC6)),HKS,Brakes & Rotors,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,363.96,523.14,17,Japan,SUP-HKS-QYJ,12,8.31,FALSE,10/16/2023,Standard,7/15/2024
SUS-2307-9419,NISMO Strut Bar Front (Honda Civic Type R (EK9)),NISMO,Suspension & Handling,Honda Civic Type R (EK9),1997–2000,828.33,1006.7,4,Japan,SUP-NIS-ZCU,12,10.68,FALSE,7/16/2023,Premium,2-Sep-24
ENG-2208-8426,TANABE Boost Controller (Toyota Supra JZA80),TANABE,Engine & Performance,Toyota Supra JZA80,1993–2002,2846.71,3461.58,3,Japan,SUP-TAN-ZQH,6,21.48,TRUE,8/21/2022,Standard,10/1/2024
BRK-2201-9317,NISMO Brake Pad Set (Subaru Impreza WRX/STI (GD)),NISMO,,Subaru Impreza WRX/STI (GD),2001–2007,943.17,1284.41,0,Japan,SUP-NIS-T97,12,11.91,TRUE,1/13/2022,Standard,25-Jul-24
SUS-2302-9000,OS Giken Camber Kit (Honda Civic Type R (EK9)),OS Giken,Suspension & Handling,Honda Civic Type R (EK9),1997–2000,1645.79,2213.78,7,Japan,SUP-OSG-ZH5,12,14.62,TRUE,2/22/2023,Premium,20240521
ENG-1807-7778,TEIN Intercooler Kit (Toyota 86 / Subaru BRZ (ZN6/ZC6)),TEIN,Engine & Performance,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,1418.1,2022.52,16,Japan,SUP-TEI-EH8,12,2.25,FALSE,7/19/2018,Standard,10/6/2024
ENG-1912-6215,Apexi Turbocharger Kit (Nissan Skyline R33 GT-R),Apexi,Engine & Performance,Nissan Skyline R33 GT-R,1995–1998,2091.41,3251.98,8,Japan,SUP-APE-BBQ,6,5.76,FALSE,12/31/2019,Standard,15/12/2024
SUS-1905-7553,Cusco Subframe Reinforcement (Honda Civic Type R (FK8)),Cusco,Suspension & Handling,Honda Civic Type R (FK8),2017–2021,224.65,341.02,17,Japan,SUP-CUS-SHE,6,18.12,FALSE,5/28/2019,Standard,6/18/2024
ENG-2301-6133,Tomei Oil Cooler Kit (Subaru Impreza WRX/STI (GD)),Tomei,Engine & Performance,Subaru Impreza WRX/STI (GD),2001–2007,3124.01,3889.72,8,Japan,SUP-TOM-Y7U,12,24.03,FALSE,1/3/2023,Standard,26/12/2024
TRN-2412-2674,Apexi Shift Knob Weighted (Nissan Skyline R34 GT-R),Apexi,Transmission & Drivetrain,Nissan Skyline R34 GT-R,1999–2002,2337.59,2873.95,19,Japan,SUP-APE-FCB,6,5.22,FALSE,12/25/2024,Standard,9/8/2024
TRN-2211-3496,Bride Clutch Master Cylinder (Toyota Supra JZA80),Bride,Transmission & Drivetrain,Toyota Supra JZA80,1993–2002,423.58,603.7,9,Japan,SUP-BRI-92X,12,19.38,FALSE,11/22/2022,Budget,20241021
BRK-1904-5292,Exedy 2-Piece Rotor Pair (Mitsubishi Lancer Evolution VIII/IX),Exedy,Brakes & Rotors,Mitsubishi Lancer Evolution VIII/IX,2003–2007,779.04,1112.31,13,Japan,SUP-EXE-ZR6,24,5.61,FALSE,4/22/2019,Standard,6/5/2024
EXH-2203-8709,TANABE Air Box (Mitsubishi Lancer Evolution VIII/IX),TANABE,Exhaust & Intake,Mitsubishi Lancer Evolution VIII/IX,2003–2007,1399.2,2025.83,5,Japan,SUP-TAN-VLC,0,11.18,FALSE,3/27/2022,Premium,17-Sep-24
